refe,h3_cell,loading_status,n_points,centroid_lat,centroid_lng,avg_heading,avg_speed,avg_vertical_speed,avg_height,avg_longitudinal_a,avg_lateral_a,avg_ratius_ot,avg_vehicle_w,avg_tkph_f,avg_tkph_r,avg_slope_percent,transparency
341139VBOX,8c66034b20701ff,Empty,2,7.90200157850964,-75.54553717984096,273.35,29.26,2.27,128.32,0.05,-0.12,,68.3,1250.0,1215.0,0.07,0.0244
341139VBOX,8c66034b20705ff,Empty,3,7.901992563439515,-75.54571139846648,340.73,18.04,-0.29,129.75,0.08,0.02,,68.3,641.0,615.0,0.0,0.0227
341139VBOX,8c66034b20705ff,Loaded,3,7.901992563439515,-75.54571139846648,168.43,21.0,0.02,132.82,-0.04,-0.02,,974.3,641.0,615.0,0.0,0.0264
341139VBOX,8c66034b20707ff,Empty,9,7.901852737906873,-75.54560915612984,0.61,6.75,-0.06,129.88,0.01,0.02,,68.3,641.0,615.0,0.0,0.0259
341139VBOX,8c66034b2070bff,Empty,2,7.902010593498505,-75.54536296138406,265.1,28.48,3.34,126.9,-0.04,0.0,,68.3,1250.0,1215.0,0.07,0.0238
341139VBOX,8c66034b2070dff,Empty,4,7.902141403838546,-75.54563942212259,327.59,28.7,0.39,129.18,0.04,-0.19,,68.3,945.5,915.0,0.035,0.0479
341139VBOX,8c66034b2072bff,Loaded,3,7.901843722722418,-75.54578337490632,169.5,14.65,0.09,133.02,-0.07,0.0,,974.3,641.0,615.0,0.0,0.0185
341139VBOX,8c66034b20731ff,Loaded,2,7.901564071079052,-75.5455788900857,179.65,13.49,0.02,133.51,0.02,-0.09,,974.3,641.0,615.0,-0.03,0.0113
341139VBOX,8c66034b20735ff,Empty,8,7.901555055747166,-75.54575310899548,353.56,7.68,-0.08,130.23,0.05,-0.01,,68.3,641.0,615.0,-0.0075,0.0261
341139VBOX,8c66034b20735ff,Loaded,73,7.901555055747166,-75.54575310899548,279.27,3.08,0.02,132.59,0.0,-0.01,,974.3,641.0,615.0,-0.03,0.0992
341139VBOX,8c66034b20737ff,Loaded,49,7.901415229636442,-75.5456508665115,129.41,1.93,0.02,131.82,0.0,0.0,,974.3,641.0,615.0,-0.03,0.0432
341139VBOX,8c66034b2073dff,Empty,5,7.901703896986054,-75.54568113251469,31.4,13.35,-0.21,129.8,-0.01,-0.04,,68.3,641.0,615.0,0.0,0.0281
341139VBOX,8c66034b2073dff,Loaded,8,7.901703896986054,-75.54568113251469,168.18,9.23,0.2,133.37,0.01,0.01,,974.3,641.0,615.0,-0.0038,0.0313
341139VBOX,8c66034b20745ff,Empty,2,7.902430068874039,-75.54566968806392,350.6,29.93,0.98,130.01,0.02,-0.02,,68.3,945.5,915.0,0.035,0.025
341139VBOX,8c66034b20753ff,Empty,2,7.902028623232489,-75.5450145249761,261.0,33.89,1.61,122.83,-0.0,-0.12,,68.3,1250.0,1215.0,0.07,0.0283
341139VBOX,8c66034b20757ff,Empty,2,7.9020196084061265,-75.54518874309576,266.35,31.58,3.72,124.88,-0.04,0.0,,68.3,1250.0,1215.0,0.07,0.0263
341139VBOX,8c66034b2075bff,Empty,1,7.9021774631741675,-75.54494254923603,250.7,33.43,0.76,122.17,0.03,-0.12,,68.3,1250.0,1215.0,0.07,0.0139
341139VBOX,8c66034b20763ff,Loaded,3,7.902132388801495,-75.54581364076576,165.03,23.33,-0.35,132.88,-0.01,0.0,,974.3,641.0,615.0,0.0,0.0292
341139VBOX,8c66034b20769ff,Empty,1,7.902421053984406,-75.5458439065738,349.2,27.69,0.85,130.54,0.04,-0.01,,68.3,641.0,615.0,0.04,0.0116
341139VBOX,8c66034b20769ff,Loaded,3,7.902421053984406,-75.5458439065738,174.7,24.1,-0.88,133.59,-0.01,0.03,,974.3,641.0,615.0,0.0,0.0302
341139VBOX,8c66034b2076bff,Empty,6,7.9022812289968,-75.54574166436686,346.2,28.83,0.66,129.53,0.0,-0.08,,68.3,945.5,915.0,0.0217,0.0722
341139VBOX,8c66034b2076bff,Loaded,2,7.9022812289968,-75.54574166436686,167.35,23.84,-0.7,133.14,-0.0,0.04,,974.3,641.0,615.0,0.0,0.0199
341139VBOX,8c66034b20a91ff,Empty,29,7.901541609175814,-75.54881709900303,217.62,21.02,-0.2,168.88,-0.02,0.09,,68.3,974.28,924.03,-0.0017,0.255
341139VBOX,8c66034b20a91ff,Loaded,7,7.901541609175814,-75.54881709900303,219.36,20.72,0.01,169.1,-0.04,0.09,,974.3,579.43,498.43,-0.0014,0.0607
341139VBOX,8c66034b20a93ff,Empty,4,7.901401782673486,-75.54871485625655,28.86,24.08,-0.0,168.68,0.03,-0.14,,68.3,322.5,284.5,0.025,0.0403
341139VBOX,8c66034b20a93ff,Loaded,12,7.901401782673486,-75.54871485625655,34.06,21.74,-0.3,167.86,0.0,-0.11,,974.3,1383.5,1332.5,0.0217,0.1091
341139VBOX,8c66034b20a97ff,Empty,30,7.901392765879051,-75.54888907820084,190.99,19.26,-0.01,168.71,0.02,0.06,,68.3,954.73,902.67,-0.0033,0.2419
341139VBOX,8c66034b20a97ff,Loaded,6,7.901392765879051,-75.54888907820084,187.96,20.37,0.24,169.61,0.02,0.06,,974.3,584.5,506.5,0.0,0.0511
341139VBOX,8c66034b20a99ff,Empty,15,7.90169045215452,-75.54874511990116,233.67,19.77,0.04,169.03,0.01,0.05,,68.3,1142.4,1089.67,0.0,0.1242
341139VBOX,8c66034b20a99ff,Loaded,4,7.90169045215452,-75.54874511990116,230.93,24.38,0.18,169.2,-0.03,-0.07,,974.3,584.5,506.5,0.0,0.0407
341139VBOX,8c66034b20a9bff,Empty,32,7.901550625855923,-75.54864287720967,75.1,9.17,-0.04,168.8,-0.03,-0.04,,68.3,533.97,476.53,-0.0084,0.1243
341139VBOX,8c66034b20a9bff,Loaded,24,7.901550625855923,-75.54864287720967,71.29,10.76,-0.19,166.86,-0.07,-0.05,,974.3,1360.58,1315.75,0.0038,0.109
341139VBOX,8c66034b20adbff,Empty,3,7.901988137157785,-75.54860116198525,167.83,28.74,0.33,170.67,-0.04,-0.09,,68.3,951.33,900.0,0.02,0.036
341139VBOX,8c66034b20adbff,Loaded,3,7.901988137157785,-75.54860116198525,167.46,30.29,0.06,167.57,-0.03,-0.1,,974.3,549.0,450.0,0.01,0.0379
341139VBOX,8c66034b20c05ff,Loaded,8,7.899845645486877,-75.54793862724851,172.77,24.94,0.35,169.2,-0.01,0.01,,974.3,1289.62,1247.5,0.025,0.0834
341139VBOX,8c66034b20c07ff,Loaded,5,7.899705816870576,-75.5478363840184,171.1,27.65,0.53,170.84,-0.0,0.01,,974.3,1389.2,1327.4,0.024,0.0577
341139VBOX,8c66034b20c0dff,Loaded,2,7.899994491138913,-75.54786664850467,173.5,30.13,0.54,165.84,-0.01,0.0,,974.3,1395.0,1333.0,0.01,0.0251
341139VBOX,8c66034b20c2bff,Loaded,4,7.8996967995168,-75.54801060608831,170.42,25.15,0.32,167.12,-0.01,0.03,,974.3,990.5,965.0,0.0333,0.042
341139VBOX,8c66034b20c31ff,Empty,2,7.899417141706138,-75.54780611948071,350.25,28.39,-1.36,168.83,0.02,0.02,,68.3,1246.0,1232.0,-0.04,0.0237
341139VBOX,8c66034b20c31ff,Loaded,8,7.899417141706138,-75.54780611948071,168.89,26.29,0.83,171.04,-0.0,-0.01,,974.3,1342.0,1294.0,0.0312,0.0878
341139VBOX,8c66034b20c35ff,Loaded,1,7.899408124204974,-75.54798034168395,170.1,26.41,0.84,168.14,0.0,0.0,,974.3,735.0,698.0,0.04,0.011
341139VBOX,8c66034b20c37ff,Empty,2,7.899268295010602,-75.54787809830647,352.8,28.04,-1.27,169.6,-0.0,0.0,,68.3,1246.0,1232.0,-0.04,0.0234
341139VBOX,8c66034b20c37ff,Loaded,15,7.899268295010602,-75.54787809830647,171.67,25.79,1.03,171.24,-0.01,-0.01,,974.3,1227.53,1182.6,0.04,0.1615
341139VBOX,8c66034b20c3dff,Empty,2,7.899556970696789,-75.5479083628032,351.95,30.6,-0.86,168.3,0.02,-0.02,,68.3,1246.0,1232.0,-0.04,0.0255
341139VBOX,8c66034b20c3dff,Loaded,16,7.899556970696789,-75.5479083628032,169.62,25.96,0.69,170.1,-0.01,0.01,,974.3,1205.75,1163.62,0.0338,0.1734
341139VBOX,8c66034b20c63ff,Loaded,3,7.89998547393253,-75.54804087044126,176.07,23.51,0.41,168.62,-0.03,-0.02,,974.3,1251.67,1223.33,0.03,0.0295
341139VBOX,8c66034b20c69ff,Loaded,3,7.900274147452149,-75.54807113474283,170.07,25.8,0.55,167.77,-0.03,0.01,,974.3,1251.67,1223.33,0.0167,0.0323
341139VBOX,8c66034b20c6bff,Loaded,8,7.900134319380855,-75.54796889164243,172.7,27.02,0.48,168.53,-0.01,-0.01,,974.3,1289.62,1247.5,0.025,0.0902
341139VBOX,8c66034b20ca5ff,Empty,1,7.898699958779045,-75.5476433467066,348.5,28.72,-0.87,172.17,-0.02,-0.02,,68.3,1246.0,1232.0,-0.04,0.012
341139VBOX,8c66034b20ca5ff,Loaded,4,7.898699958779045,-75.5476433467066,165.95,24.62,1.02,173.37,-0.01,0.01,,974.3,1512.5,1446.0,0.035,0.0411
341139VBOX,8c66034b20d0bff,Empty,2,7.8998005580709965,-75.54880973937193,178.35,25.08,-2.11,156.31,-0.0,0.0,,68.3,0.0,0.0,-0.07,0.0209
341139VBOX,8c66034b20d0bff,Loaded,5,7.8998005580709965,-75.54880973937193,175.78,25.16,-2.03,158.43,0.0,-0.01,,974.3,577.4,495.2,-0.064,0.0526
341139VBOX,8c66034b20d11ff,Loaded,10,7.8995209003369915,-75.54860525269805,355.72,18.37,0.81,154.19,0.0,0.0,,974.3,1372.6,1319.9,0.071,0.077
341139VBOX,8c66034b20d15ff,Empty,2,7.899511882543961,-75.5487794755932,176.15,24.08,-1.78,153.86,0.0,0.01,,68.3,0.0,0.0,-0.07,0.0201
341139VBOX,8c66034b20d15ff,Loaded,4,7.899511882543961,-75.5487794755932,176.55,24.32,-1.54,156.33,-0.0,0.0,,974.3,584.5,506.5,-0.065,0.0406
341139VBOX,8c66034b20d17ff,Empty,2,7.899372053387924,-75.54867723218258,174.65,24.46,-1.66,153.09,0.0,0.01,,68.3,0.0,0.0,-0.07,0.0204
341139VBOX,8c66034b20d17ff,Loaded,21,7.899372053387924,-75.54867723218258,345.67,19.99,0.16,153.6,0.0,0.01,,974.3,1191.57,1133.14,0.0362,0.1757
341139VBOX,8c66034b20d1dff,Empty,3,7.899660729289315,-75.5487074960537,177.53,24.32,-2.0,155.07,-0.01,0.0,,68.3,0.0,0.0,-0.07,0.0305
341139VBOX,8c66034b20d1dff,Loaded,20,7.899660729289315,-75.5487074960537,356.34,19.35,0.46,156.11,-0.01,-0.0,,974.3,1192.4,1133.85,0.0385,0.162
341139VBOX,8c66034b20d43ff,Empty,1,7.900089232701917,-75.54884000309929,176.8,24.89,-1.62,158.75,0.01,0.0,,68.3,0.0,0.0,-0.07,0.0104
341139VBOX,8c66034b20d43ff,Loaded,4,7.900089232701917,-75.54884000309929,174.73,24.66,-1.48,160.83,-0.0,0.0,,974.3,584.5,506.5,-0.07,0.0412
341139VBOX,8c66034b20d49ff,Empty,2,7.9003779064367174,-75.54887026677521,174.05,24.42,-1.96,161.04,-0.0,0.0,,68.3,0.0,0.0,-0.09,0.0204
341139VBOX,8c66034b20d49ff,Loaded,4,7.9003779064367174,-75.54887026677521,174.17,24.57,-1.78,163.0,-0.01,-0.01,,974.3,584.5,506.5,-0.08,0.0411
341139VBOX,8c66034b20d4bff,Empty,3,7.900238078403789,-75.54876802364168,175.6,24.6,-1.92,159.62,0.0,-0.01,,68.3,0.0,0.0,-0.09,0.0308
341139VBOX,8c66034b20d4bff,Loaded,24,7.900238078403789,-75.54876802364168,352.38,17.16,0.17,160.75,0.0,-0.0,,974.3,1179.21,1120.75,0.0379,0.1726
341139VBOX,8c66034b20d55ff,Empty,3,7.899949404294604,-75.54873775987339,176.97,25.13,-2.1,157.65,0.01,-0.0,,68.3,0.0,0.0,-0.07,0.0315
341139VBOX,8c66034b20d55ff,Loaded,20,7.899949404294604,-75.54873775987339,354.89,16.59,0.54,158.77,-0.0,0.0,,974.3,1231.15,1172.35,0.046,0.1391
341139VBOX,8c66034b20d57ff,Loaded,14,7.899809575716642,-75.54863551661012,355.32,15.78,1.23,157.1,-0.01,0.0,,974.3,1392.5,1339.64,0.075,0.0927
341139VBOX,8c66034b20d5dff,Loaded,15,7.900098250200194,-75.54866578047077,353.65,14.14,0.92,159.69,0.0,0.01,,974.3,1392.67,1339.2,0.0747,0.0891
341139VBOX,8c66034b20d93ff,Loaded,2,7.89840226257557,-75.54778730450789,168.9,20.67,0.66,173.13,0.01,-0.01,,974.3,735.0,698.0,0.05,0.0173
341139VBOX,8c66034b20d99ff,Loaded,9,7.898690940949993,-75.54781756915881,169.86,21.64,0.93,174.11,-0.01,0.0,,974.3,1085.22,1050.33,0.0467,0.0814
341139VBOX,8c66034b20d9bff,Loaded,19,7.898551110836314,-75.54771532555927,168.99,23.12,0.84,174.32,-0.0,-0.0,,974.3,1109.0,1067.32,0.0437,0.1836
341139VBOX,8c66034b20da1ff,Empty,2,7.898645850586244,-75.54868868394855,175.1,24.89,-2.26,148.2,0.01,-0.02,,68.3,0.0,0.0,-0.07,0.0208
341139VBOX,8c66034b20da1ff,Loaded,20,7.898645850586244,-75.54868868394855,353.44,17.11,0.36,149.62,0.0,0.0,,974.3,1188.85,1128.2,0.038,0.1434
341139VBOX,8c66034b20da3ff,Empty,2,7.898506020307163,-75.54858644026086,177.3,25.0,-2.29,147.1,0.0,-0.0,,68.3,0.0,0.0,-0.07,0.0209
341139VBOX,8c66034b20da3ff,Loaded,22,7.898506020307163,-75.54858644026086,353.19,15.78,0.65,148.4,-0.0,-0.0,,974.3,1283.18,1225.82,0.0527,0.1456
341139VBOX,8c66034b20da9ff,Empty,2,7.898794698896828,-75.54861670428618,174.25,24.13,-1.36,149.32,0.01,0.02,,68.3,0.0,0.0,-0.07,0.0202
341139VBOX,8c66034b20da9ff,Loaded,21,7.898794698896828,-75.54861670428618,355.09,16.79,0.41,150.76,0.01,-0.0,,974.3,1243.86,1184.71,0.039,0.1479
341139VBOX,8c66034b20dd1ff,Empty,1,7.898979618428327,-75.54784783375834,349.9,28.14,-1.07,170.89,0.01,-0.01,,68.3,1246.0,1232.0,-0.04,0.0117
341139VBOX,8c66034b20dd1ff,Loaded,14,7.898979618428327,-75.54784783375834,169.89,23.82,1.19,173.26,-0.01,0.02,,974.3,1223.71,1175.86,0.0421,0.1394
341139VBOX,8c66034b20dd3ff,Empty,2,7.898839788689001,-75.54774559025115,349.3,28.32,-1.02,171.76,-0.0,0.0,,68.3,1246.0,1232.0,-0.04,0.0236
341139VBOX,8c66034b20dd3ff,Loaded,17,7.898839788689001,-75.54774559025115,167.91,23.73,0.85,173.87,-0.0,-0.0,,974.3,1292.12,1243.47,0.0418,0.1685
341139VBOX,8c66034b20dd9ff,Empty,2,7.899128465645609,-75.54777585489164,350.95,28.2,-1.42,170.28,0.0,-0.02,,68.3,1246.0,1232.0,-0.04,0.0235
341139VBOX,8c66034b20dd9ff,Loaded,13,7.899128465645609,-75.54777585489164,172.4,24.65,1.16,172.03,-0.01,-0.0,,974.3,1260.0,1214.62,0.0423,0.1339
341139VBOX,8c66034b20ddbff,Empty,1,7.89898863610999,-75.54767361143944,348.7,28.1,-1.5,171.15,0.0,-0.01,,68.3,1246.0,1232.0,-0.04,0.0117
341139VBOX,8c66034b20de1ff,Empty,2,7.8990833765904185,-75.54864696826007,175.75,23.9,-1.44,151.12,-0.0,-0.0,,68.3,0.0,0.0,-0.07,0.02
341139VBOX,8c66034b20de1ff,Loaded,21,7.8990833765904185,-75.54864696826007,349.27,18.77,0.25,152.22,0.01,-0.0,,974.3,1243.86,1184.71,0.0367,0.1651
341139VBOX,8c66034b20de7ff,Empty,3,7.898934528801568,-75.5487189478815,177.07,23.66,-1.72,150.06,-0.0,-0.01,,68.3,0.0,0.0,-0.07,0.0297
341139VBOX,8c66034b20de7ff,Loaded,17,7.898934528801568,-75.5487189478815,296.35,19.29,-0.05,151.32,0.01,-0.0,,974.3,1087.0,1027.65,0.0176,0.1373
341139VBOX,8c66034b20de9ff,Loaded,5,7.899232224061239,-75.5485749887346,338.35,17.61,0.76,153.87,-0.0,0.01,,974.3,1436.2,1372.6,0.058,0.0369
341139VBOX,8c66034b20dedff,Empty,3,7.899223206120805,-75.54874921176305,174.77,24.34,-1.75,151.98,0.0,-0.0,,68.3,0.0,0.0,-0.07,0.0305
341139VBOX,8c66034b20dedff,Loaded,8,7.899223206120805,-75.54874921176305,165.04,22.78,-0.5,152.72,0.0,0.0,,974.3,855.62,798.25,-0.0137,0.0762
341139VBOX,8c66034b20e41ff,Empty,3,7.9013340876953935,-75.54721884412774,92.0,31.94,-1.68,149.1,-0.01,0.14,,68.3,548.0,535.0,-0.095,0.04
341139VBOX,8c66034b20e49ff,Empty,6,7.901482930166995,-75.54714686634338,272.26,19.02,-0.01,149.86,0.0,0.04,,68.3,219.0,214.5,0.0283,0.0478
341139VBOX,8c66034b20e49ff,Loaded,21,7.901482930166995,-75.54714686634338,259.46,12.42,0.83,150.4,0.01,-0.03,,974.3,739.38,668.86,0.0829,0.1098
341139VBOX,8c66034b20e4bff,Empty,3,7.90134310379162,-75.54704462371822,71.27,31.16,-2.15,148.14,-0.02,0.2,,68.3,548.0,535.0,-0.0967,0.039
341139VBOX,8c66034b20e4dff,Empty,5,7.901473914103831,-75.54732108677054,270.99,20.53,-0.2,151.08,-0.01,0.03,,68.3,262.8,257.4,0.0425,0.0429
341139VBOX,8c66034b20e4dff,Loaded,20,7.901473914103831,-75.54732108677054,279.84,12.89,0.87,151.62,-0.0,-0.02,,974.3,774.45,702.6,0.0845,0.1084
341139VBOX,8c66034b20f11ff,Loaded,2,7.900562820075638,-75.54810139899298,166.85,29.64,-0.1,164.8,-0.02,-0.02,,974.3,1246.0,1232.0,0.01,0.0247
341139VBOX,8c66034b20f13ff,Loaded,3,7.90042299237871,-75.54799915598493,169.83,27.55,0.05,164.94,-0.03,-0.01,,974.3,1246.0,1232.0,0.01,0.0345
341139VBOX,8c66034b20f19ff,Loaded,4,7.900711664480439,-75.54802942027604,162.0,29.92,-0.08,168.1,0.01,-0.02,,974.3,1383.5,1332.5,0.0075,0.0499
341139VBOX,8c66034b20f21ff,Empty,2,7.900666579275375,-75.54890053039975,172.8,24.48,-2.26,163.9,-0.0,0.0,,68.3,0.0,0.0,-0.09,0.0205
341139VBOX,8c66034b20f21ff,Loaded,4,7.900666579275375,-75.54890053039975,172.98,25.3,-2.3,165.51,-0.01,0.01,,974.3,584.5,506.5,-0.08,0.0423
341139VBOX,8c66034b20f23ff,Empty,4,7.900526751616827,-75.54879828735858,173.85,26.14,-0.89,162.89,-0.0,0.0,,68.3,161.25,142.25,-0.045,0.0437
341139VBOX,8c66034b20f23ff,Loaded,24,7.900526751616827,-75.54879828735858,353.62,15.93,0.42,162.96,-0.01,-0.0,,974.3,1214.46,1157.54,0.0396,0.1604
341139VBOX,8c66034b20f29ff,Empty,6,7.900815423933722,-75.54882855102409,84.57,25.16,-0.0,166.37,-0.02,-0.01,,68.3,322.5,284.5,-0.025,0.063
341139VBOX,8c66034b20f29ff,Loaded,26,7.900815423933722,-75.54882855102409,353.14,15.18,0.32,165.65,0.0,0.0,,974.3,1204.85,1145.77,0.0277,0.1657
341139VBOX,8c66034b20f2bff,Empty,2,7.900675596478883,-75.54872630803789,350.85,28.74,2.46,165.52,-0.05,0.0,,68.3,645.0,569.0,0.09,0.024
341139VBOX,8c66034b20f2bff,Loaded,16,7.900675596478883,-75.54872630803789,354.4,12.64,0.98,163.71,-0.0,-0.0,,974.3,1375.25,1324.56,0.0675,0.0851
341139VBOX,8c66034b20f35ff,Loaded,14,7.900386923787601,-75.54869604428004,353.41,14.55,1.01,161.62,-0.0,0.0,,974.3,1392.5,1339.64,0.0779,0.0856
341139VBOX,8c66034b20f49ff,Empty,1,7.901419816018583,-75.54836641287363,333.6,30.3,-0.35,164.17,-0.06,0.07,,68.3,1395.0,1333.0,0.0,0.0126
341139VBOX,8c66034b20f49ff,Loaded,15,7.901419816018583,-75.54836641287363,148.27,20.6,0.02,167.46,0.02,-0.1,,974.3,1392.67,1339.2,0.0,0.1293
341139VBOX,8c66034b20f4bff,Loaded,12,7.901279989411725,-75.54826417012504,162.05,22.59,0.01,167.6,0.02,-0.01,,974.3,1383.5,1332.5,0.0,0.1133
341139VBOX,8c66034b20f55ff,Loaded,8,7.900991318954906,-75.54823390607004,160.58,26.68,0.12,167.99,0.02,0.0,,974.3,1383.5,1332.5,0.0075,0.0891
341139VBOX,8c66034b20f57ff,Loaded,11,7.900851491802999,-75.54813166319173,160.8,28.73,-0.02,167.83,0.02,-0.0,,974.3,1361.09,1311.91,0.0082,0.1319
341139VBOX,8c66034b20f5dff,Loaded,8,7.901140162634209,-75.54816192733908,160.76,25.0,0.13,167.81,0.03,0.01,,974.3,1383.5,1332.5,0.0,0.0835
341139VBOX,8c66034b20f61ff,Empty,21,7.90110409535447,-75.54885881463817,175.24,25.93,-0.06,168.29,0.03,0.02,,68.3,794.48,750.0,-0.0075,0.2274
341139VBOX,8c66034b20f61ff,Loaded,25,7.90110409535447,-75.54885881463817,17.63,15.34,0.28,168.43,0.01,-0.0,,974.3,1197.24,1138.28,0.0352,0.161
341139VBOX,8c66034b20f63ff,Empty,4,7.900964268274021,-75.54875657174433,356.1,26.52,2.47,167.56,-0.03,0.0,,68.3,322.5,284.5,0.03,0.0443
341139VBOX,8c66034b20f63ff,Loaded,18,7.900964268274021,-75.54875657174433,355.78,11.95,1.04,166.84,0.0,-0.0,,974.3,1390.5,1338.06,0.0556,0.0906
341139VBOX,8c66034b20f67ff,Empty,2,7.900955251217895,-75.54893079397289,174.9,27.72,-2.18,168.12,0.05,0.02,,68.3,649.0,625.5,-0.055,0.0231
341139VBOX,8c66034b20f67ff,Loaded,4,7.900955251217895,-75.54893079397289,176.77,23.04,-1.72,168.63,0.02,0.01,,974.3,584.5,506.5,-0.05,0.0385
341139VBOX,8c66034b20f69ff,Empty,16,7.901252939173007,-75.54878683539938,194.76,21.91,0.18,168.21,0.03,-0.0,,68.3,641.5,593.5,0.0094,0.1466
341139VBOX,8c66034b20f69ff,Loaded,18,7.901252939173007,-75.54878683539938,8.63,18.32,-0.16,168.48,0.04,-0.03,,974.3,1298.67,1247.0,0.0344,0.1381
341139VBOX,8c66034b20f6dff,Empty,5,7.901243922264255,-75.54896105749462,182.78,23.76,0.2,169.4,0.05,0.04,,68.3,1376.8,1320.0,-0.016,0.0496
341139VBOX,8c66034b20f6dff,Loaded,2,7.901243922264255,-75.54896105749462,184.8,21.6,0.32,168.55,0.02,0.02,,974.3,549.0,450.0,-0.01,0.0181
341139VBOX,8c66034b21081ff,Empty,482,7.905000972931475,-75.54646473165909,6.5,0.91,-0.07,132.82,0.0,0.0,,68.3,1312.81,1270.1,0.0651,0.222
341139VBOX,8c66034b21081ff,Loaded,26,7.905000972931475,-75.54646473165909,148.33,9.15,0.07,135.46,0.02,-0.02,,974.3,915.15,868.42,0.0465,0.1007
341139VBOX,8c66034b21083ff,Empty,497,7.9048611512474025,-75.54636249024803,70.6,0.59,-0.05,137.23,-0.0,0.0,,68.3,762.14,739.47,-0.0104,0.1612
341139VBOX,8c66034b21083ff,Loaded,57,7.9048611512474025,-75.54636249024803,180.7,10.27,0.14,136.29,0.0,-0.02,,974.3,805.65,752.53,0.0332,0.2474
341139VBOX,8c66034b21087ff,Empty,9,7.904852137407573,-75.54653670804635,18.54,12.8,-1.25,134.38,-0.0,-0.0,,68.3,1013.67,971.33,-0.0333,0.0485
341139VBOX,8c66034b21089ff,Empty,35,7.905149808137263,-75.54639275536779,233.58,6.22,-0.13,131.09,-0.01,-0.02,,68.3,1264.57,1192.57,0.0111,0.0931
341139VBOX,8c66034b21089ff,Loaded,84,7.905149808137263,-75.54639275536779,212.0,6.02,0.1,138.03,0.0,-0.02,,974.3,1061.11,1012.8,0.0313,0.2164
341139VBOX,8c66034b2108bff,Empty,2,7.905009986656957,-75.54629051401173,316.8,7.2,-0.15,134.1,0.04,0.04,,68.3,330.0,318.0,-0.01,0.0061
341139VBOX,8c66034b2108bff,Loaded,233,7.905009986656957,-75.54629051401173,141.08,1.08,0.0,137.49,0.0,0.0,,974.3,1250.14,1201.35,0.0319,0.1235
341139VBOX,8c66034b2108dff,Empty,179,7.905140794444824,-75.54656697303281,331.98,1.66,-0.04,129.11,0.0,-0.01,,68.3,1504.85,1400.47,0.0267,0.1374
341139VBOX,8c66034b2108dff,Loaded,35,7.905140794444824,-75.54656697303281,143.1,5.97,-0.14,134.34,0.01,-0.0,,974.3,1092.31,1048.71,0.03,0.0895
341139VBOX,8c66034b21091ff,Empty,6,7.904730343184289,-75.54608603118753,196.78,12.55,1.14,133.83,0.02,0.0,,68.3,651.67,554.67,0.0433,0.0317
341139VBOX,8c66034b21091ff,Loaded,2,7.904730343184289,-75.54608603118753,198.25,24.79,2.16,130.5,0.0,0.0,,974.3,1298.0,1251.0,0.06,0.0207
341139VBOX,8c66034b21093ff,Empty,8,7.904590521191912,-75.54598378971943,195.62,19.38,2.05,131.43,0.0,-0.0,,68.3,1154.62,1056.38,0.0625,0.0649
341139VBOX,8c66034b21093ff,Loaded,5,7.904590521191912,-75.54598378971943,11.7,29.99,-1.56,126.31,0.04,0.0,,974.3,795.2,760.6,-0.052,0.0626
341139VBOX,8c66034b21095ff,Empty,23,7.904721329392659,-75.54626024879961,223.42,2.75,0.08,139.45,0.01,-0.01,,68.3,641.0,615.0,0.0,0.0281
341139VBOX,8c66034b21097ff,Empty,1,7.904581507367236,-75.54615800731385,193.2,16.66,1.17,135.47,0.04,0.01,,68.3,549.0,450.0,0.04,0.007
341139VBOX,8c66034b21097ff,Loaded,1,7.904581507367236,-75.54615800731385,194.7,24.54,2.37,132.44,0.0,0.02,,974.3,1298.0,1251.0,0.06,0.0103
341139VBOX,8c66034b21099ff,Empty,13,7.904879178683241,-75.54601405515717,198.37,13.46,0.64,130.84,0.01,0.0,,68.3,844.85,747.08,0.07,0.0736
341139VBOX,8c66034b21099ff,Loaded,6,7.904879178683241,-75.54601405515717,286.93,29.1,-0.64,126.98,-0.02,-0.02,,974.3,942.83,903.5,-0.005,0.0728
341139VBOX,8c66034b2109bff,Empty,4,7.904739356894627,-75.54591181374406,195.1,21.55,1.27,128.12,0.0,0.01,,68.3,1356.5,1258.5,0.07,0.0361
341139VBOX,8c66034b2109bff,Loaded,3,7.904739356894627,-75.54591181374406,14.33,33.97,-3.14,124.7,0.03,-0.02,,974.3,654.0,623.33,-0.0767,0.0425
341139VBOX,8c66034b210b1ff,Empty,127,7.904563479474039,-75.5465064430085,9.77,5.43,-0.31,138.5,0.01,-0.0,,68.3,635.43,570.81,-0.0161,0.2963
341139VBOX,8c66034b210b1ff,Loaded,56,7.904563479474039,-75.5465064430085,204.61,10.62,0.5,138.94,0.0,0.0,,974.3,739.21,688.91,0.0305,0.251
341139VBOX,8c66034b210b3ff,Empty,24,7.904423657211805,-75.54640420145007,108.4,2.94,-0.23,140.49,0.0,0.0,,68.3,526.12,451.88,-0.0254,0.0312
341139VBOX,8c66034b210b5ff,Empty,3,7.904554465405532,-75.54668066110871,15.67,7.97,-0.82,139.91,-0.08,-0.08,,68.3,1250.0,1215.0,-0.03,0.0102
341139VBOX,8c66034b210b7ff,Empty,1277,7.90441464311023,-75.54657841953265,89.08,0.46,-0.0,139.16,0.0,0.0,,68.3,1100.28,1059.36,-0.0045,0.3462
